sub	session	blocknum	trial	letterset	load	letter	resp	acc	RT	stim
19	1	1	12	Q  D  B	M	t	2	Correct	541	A
19	1	1	13	Q  D  B	M	q	1	Correct	530	A
19	1	1	14	Q  D  B	M	q	1	Correct	430	A
19	1	1	15	Q  D  B	M	d	2	Incorrect	499	A
19	1	1	16	Q  D  B	M	u	2	Correct	551	A
19	1	1	17	Q  D  B	M	d	1	Correct	555	A
19	1	1	18	Q  D  B	M	w	2	Correct	447	A
19	1	1	19	Q  D  B	M	q	1	Correct	452	A
19	1	1	20	Q  D  B	M	g	2	Correct	585	A
19	1	1	21	Q  D  B	M	q	1	Correct	485	A
19	1	1	22	Q  D  B	M	f	2	Correct	506	A
19	1	1	23	Q  D  B	M	r	2	Correct	518	A
19	1	1	24	Q  D  B	M	b	1	Correct	490	A
19	1	1	25	Q  D  B	M	b	1	Correct	559	A
19	1	2	1	H  J  T  E  W	H	e	0	Miss	0	A
19	1	2	2	H  J  T  E  W	H	u	2	Incorrect	695	A
19	1	2	3	H  J  T  E  W	H	f	2	Incorrect	780	A
19	1	2	4	H  J  T  E  W	H	y	2	Incorrect	640	A
19	1	2	5	H  J  T  E  W	H	j	1	Correct	621	A
19	1	2	6	H  J  T  E  W	H	h	1	Correct	506	A
19	1	2	7	H  J  T  E  W	H	u	2	Incorrect	766	A
19	1	2	8	H  J  T  E  W	H	w	1	Correct	338	A
19	1	2	9	H  J  T  E  W	H	b	2	Incorrect	503	A
19	1	2	10	H  J  T  E  W	H	y	2	Incorrect	556	A
19	1	2	11	H  J  T  E  W	H	y	2	Incorrect	376	A
19	1	2	12	H  J  T  E  W	H	e	1	Correct	525	A
19	1	2	13	H  J  T  E  W	H	d	2	Incorrect	737	A
19	1	2	14	H  J  T  E  W	H	a	2	Incorrect	741	A
19	1	2	15	H  J  T  E  W	H	h	1	Correct	625	A
19	1	2	16	H  J  T  E  W	H	e	1	Correct	685	A
19	1	2	17	H  J  T  E  W	H	m	2	Incorrect	465	A
19	1	2	18	H  J  T  E  W	H	n	2	Incorrect	461	A
19	1	2	19	H  J  T  E  W	H	e	1	Correct	513	A
19	1	2	20	H  J  T  E  W	H	d	2	Incorrect	494	A
19	1	2	21	H  J  T  E  W	H	h	1	Correct	498	A
19	1	2	22	H  J  T  E  W	H	b	2	Incorrect	535	A
19	1	2	23	H  J  T  E  W	H	q	1	Correct	380	A
19	1	2	24	H  J  T  E  W	H	h	1	Correct	376	A
19	1	2	25	H  J  T  E  W	H	f	2	Incorrect	612	A
19	1	3	1	H  A  G  D  K	H	r	2	Incorrect	623	A
19	1	3	2	H  A  G  D  K	H	k	1	Correct	604	A
19	1	3	3	H  A  G  D  K	H	k	1	Correct	440	A
19	1	3	4	H  A  G  D  K	H	b	2	Incorrect	501	A
19	1	3	5	H  A  G  D  K	H	u	2	Incorrect	505	A
19	1	3	6	H  A  G  D  K	H	h	1	Correct	357	A
19	1	3	7	H  A  G  D  K	H	h	1	Correct	369	A
19	1	3	8	H  A  G  D  K	H	r	2	Incorrect	518	A
19	1	3	9	H  A  G  D  K	H	e	2	Incorrect	602	A
19	1	3	10	H  A  G  D  K	H	t	2	Incorrect	935	A
19	1	3	11	H  A  G  D  K	H	u	2	Incorrect	539	A
19	1	3	12	H  A  G  D  K	H	h	1	Correct	456	A
19	1	3	13	H  A  G  D  K	H	r	2	Incorrect	557	A
19	1	3	14	H  A  G  D  K	H	h	1	Correct	505	A
19	1	3	15	H  A  G  D  K	H	u	2	Incorrect	525	A
19	1	3	16	H  A  G  D  K	H	y	2	Incorrect	466	A
19	1	3	17	H  A  G  D  K	H	q	2	Incorrect	495	A
19	1	3	18	H  A  G  D  K	H	t	0	Miss	0	A
19	1	3	19	H  A  G  D  K	H	m	2	Incorrect	608	A
19	1	3	20	H  A  G  D  K	H	f	2	Incorrect	693	A
19	1	3	21	H  A  G  D  K	H	h	1	Correct	521	A
19	1	3	22	H  A  G  D  K	H	u	2	Incorrect	590	A
19	1	3	23	H  A  G  D  K	H	q	2	Incorrect	626	A
19	1	3	24	H  A  G  D  K	H	b	2	Incorrect	502	A
19	1	3	25	H  A  G  D  K	H	b	2	Incorrect	434	A
19	1	4	1	F	L	n	2	Correct	588	A
19	1	4	2	F	L	f	1	Correct	344	A
19	1	4	3	F	L	f	1	Correct	341	A
19	1	4	4	F	L	f	1	Correct	338	A
19	1	4	5	F	L	f	1	Correct	294	A
19	1	4	6	F	L	f	1	Correct	267	A
19	1	4	7	F	L	k	2	Correct	352	A
19	1	4	8	F	L	u	2	Correct	300	A
19	1	4	9	F	L	d	2	Correct	305	A
19	1	4	10	F	L	f	1	Correct	381	A
19	1	4	11	F	L	f	1	Correct	329	A
19	1	4	12	F	L	w	2	Correct	350	A
19	1	4	13	F	L	f	1	Correct	363	A
19	1	4	14	F	L	a	2	Correct	351	A
19	1	4	15	F	L	y	2	Correct	403	A
19	1	4	16	F	L	f	1	Correct	376	A
19	1	4	17	F	L	n	2	Correct	476	A
19	1	4	18	F	L	f	1	Correct	481	A
19	1	4	19	F	L	w	2	Correct	349	A
19	1	4	20	F	L	u	2	Correct	354	A
19	1	4	21	F	L	n	2	Correct	414	A
19	1	4	22	F	L	d	2	Correct	426	A
19	1	4	23	F	L	f	1	Correct	383	A
19	1	4	24	F	L	f	1	Correct	348	A
19	1	4	25	F	L	q	2	Correct	360	A
19	1	5	1	Q	L	q	1	Correct	532	A
19	1	5	2	Q	L	q	1	Correct	272	A
19	1	5	3	Q	L	a	2	Correct	405	A
19	1	5	4	Q	L	q	1	Correct	410	A
19	1	5	5	Q	L	u	2	Correct	390	A
19	1	5	6	Q	L	d	2	Correct	402	A
19	1	5	7	Q	L	u	2	Correct	311	A
19	1	5	8	Q	L	q	1	Correct	356	A
19	1	5	9	Q	L	h	2	Correct	376	A
19	1	5	10	Q	L	d	2	Correct	348	A
19	1	5	11	Q	L	q	1	Correct	288	A
19	1	5	12	Q	L	q	1	Correct	365	A
19	1	5	13	Q	L	e	2	Correct	377	A
19	1	5	14	Q	L	q	1	Correct	430	A
19	1	5	15	Q	L	j	2	Correct	427	A
19	1	5	16	Q	L	j	1	Incorrect	399	A
19	1	5	17	Q	L	n	2	Correct	443	A
19	1	5	18	Q	L	q	1	Correct	464	A
19	1	5	19	Q	L	w	2	Correct	525	A
19	1	5	20	Q	L	q	1	Correct	313	A
19	1	5	21	Q	L	y	2	Correct	462	A
19	1	5	22	Q	L	q	1	Correct	482	A
19	1	5	23	Q	L	q	1	Correct	463	A
19	1	5	24	Q	L	k	2	Correct	507	A
19	1	5	25	Q	L	q	1	Correct	464	A
19	1	6	1	E  H  J	M	f	2	Correct	691	A
19	1	6	2	E  H  J	M	f	2	Correct	680	A
19	1	6	3	E  H  J	M	d	2	Correct	492	A
19	1	6	4	E  H  J	M	h	1	Correct	817	A
19	1	6	5	E  H  J	M	r	2	Correct	670	A
19	1	6	6	E  H  J	M	u	2	Correct	538	A
19	1	6	7	E  H  J	M	t	2	Correct	646	A
19	1	6	8	E  H  J	M	n	2	Correct	522	A
19	1	6	9	E  H  J	M	e	1	Correct	343	A
19	1	6	10	E  H  J	M	m	2	Correct	523	A
19	1	6	11	E  H  J	M	r	2	Correct	703	A
19	1	6	12	E  H  J	M	j	1	Correct	572	A
19	1	6	13	E  H  J	M	j	1	Correct	337	A
19	1	6	14	E  H  J	M	h	1	Correct	437	A
19	1	6	15	E  H  J	M	k	2	Correct	537	A
19	1	6	16	E  H  J	M	j	1	Correct	437	A
19	1	6	17	E  H  J	M	h	1	Correct	394	A
19	1	6	18	E  H  J	M	h	1	Correct	375	A
19	1	6	19	E  H  J	M	e	1	Correct	755	A
19	1	6	20	E  H  J	M	h	1	Correct	528	A
19	1	6	21	E  H  J	M	n	2	Correct	533	A
19	1	6	22	E  H  J	M	b	2	Correct	528	A
19	1	6	23	E  H  J	M	a	2	Correct	644	A
19	1	6	24	E  H  J	M	j	1	Correct	561	A
19	1	6	25	E  H  J	M	k	2	Correct	454	A
19	2	1	1	G	L	m	0	Miss	0	S
19	2	1	2	G	L	d	2	Correct	478	S
19	2	1	3	G	L	m	2	Correct	427	S
19	2	1	4	G	L	t	2	Correct	599	S
19	2	1	5	G	L	g	1	Correct	524	S
19	2	1	6	G	L	j	2	Correct	369	S
19	2	1	7	G	L	n	2	Correct	317	S
19	2	1	8	G	L	m	2	Correct	329	S
19	2	1	9	G	L	b	2	Correct	357	S
19	2	1	10	G	L	u	2	Correct	322	S
19	2	1	11	G	L	d	2	Correct	374	S
19	2	1	12	G	L	g	1	Correct	395	S
19	2	1	13	G	L	d	2	Correct	352	S
19	2	1	14	G	L	g	1	Correct	324	S
19	2	1	15	G	L	g	1	Correct	360	S
19	2	1	16	G	L	g	1	Correct	357	S
19	2	1	17	G	L	g	1	Correct	346	S
19	2	1	18	G	L	g	1	Correct	334	S
19	2	1	19	G	L	e	2	Correct	379	S
19	2	1	20	G	L	g	1	Correct	392	S
19	2	1	21	G	L	w	2	Correct	444	S
19	2	1	22	G	L	g	1	Correct	337	S
19	2	1	23	G	L	w	2	Correct	358	S
19	2	1	24	G	L	g	1	Correct	346	S
19	2	1	25	G	L	w	2	Correct	359	S
19	2	2	1	G  U  Y  A  E	H	g	1	Correct	426	S
19	2	2	2	G  U  Y  A  E	H	f	2	Correct	423	S
19	2	2	3	G  U  Y  A  E	H	g	1	Correct	443	S
19	2	2	4	G  U  Y  A  E	H	a	1	Correct	808	S
19	2	2	5	G  U  Y  A  E	H	e	1	Correct	413	S
19	2	2	6	G  U  Y  A  E	H	y	1	Correct	321	S
19	2	2	7	G  U  Y  A  E	H	m	2	Correct	397	S
19	2	2	8	G  U  Y  A  E	H	k	2	Correct	401	S
19	2	2	9	G  U  Y  A  E	H	a	1	Correct	549	S
19	2	2	10	G  U  Y  A  E	H	a	1	Correct	402	S
19	2	2	11	G  U  Y  A  E	H	y	1	Correct	607	S
19	2	2	12	G  U  Y  A  E	H	u	1	Correct	531	S
19	2	2	13	G  U  Y  A  E	H	y	1	Correct	448	S
19	2	2	14	G  U  Y  A  E	H	w	2	Correct	500	S
19	2	2	15	G  U  Y  A  E	H	n	2	Correct	376	S
19	2	2	16	G  U  Y  A  E	H	w	2	Correct	524	S
19	2	2	17	G  U  Y  A  E	H	n	2	Correct	417	S
19	2	2	18	G  U  Y  A  E	H	u	1	Correct	526	S
19	2	2	19	G  U  Y  A  E	H	q	2	Correct	890	S
19	2	2	20	G  U  Y  A  E	H	f	2	Correct	638	S
19	2	2	21	G  U  Y  A  E	H	a	1	Correct	354	S
19	2	2	22	G  U  Y  A  E	H	e	1	Correct	319	S
19	2	2	23	G  U  Y  A  E	H	y	1	Correct	339	S
19	2	2	24	G  U  Y  A  E	H	e	1	Correct	520	S
19	2	2	25	G  U  Y  A  E	H	y	1	Correct	349	S
19	2	3	1	J	L	w	2	Correct	376	S
19	2	3	2	J	L	e	2	Correct	348	S
19	2	3	3	J	L	j	1	Correct	377	S
19	2	3	4	J	L	j	1	Correct	309	S
19	2	3	5	J	L	e	2	Correct	386	S
19	2	3	6	J	L	f	2	Correct	471	S
19	2	3	7	J	L	f	2	Correct	339	S
19	2	3	8	J	L	h	2	Correct	431	S
19	2	3	9	J	L	j	1	Correct	420	S
19	2	3	10	J	L	j	1	Correct	353	S
19	2	3	11	J	L	m	2	Correct	341	S
19	2	3	12	J	L	j	1	Correct	322	S
19	2	3	13	J	L	j	1	Correct	350	S
19	2	3	14	J	L	h	2	Correct	362	S
19	2	3	15	J	L	j	1	Correct	359	S
19	2	3	16	J	L	j	1	Correct	316	S
19	2	3	17	J	L	n	2	Correct	320	S
19	2	3	18	J	L	j	1	Correct	332	S
19	2	3	19	J	L	a	2	Correct	432	S
19	2	3	20	J	L	j	1	Correct	428	S
19	2	3	21	J	L	j	1	Correct	321	S
19	2	3	22	J	L	a	2	Correct	350	S
19	2	3	23	J	L	g	2	Correct	466	S
19	2	3	24	J	L	n	2	Correct	375	S
19	2	3	25	J	L	y	2	Correct	443	S
19	2	4	1	B  Y  M	M	m	1	Correct	486	S
19	2	4	2	B  Y  M	M	g	2	Correct	482	S
19	2	4	3	B  Y  M	M	b	1	Correct	399	S
19	2	4	4	B  Y  M	M	h	2	Correct	363	S
19	2	4	5	B  Y  M	M	g	2	Correct	447	S
19	2	4	6	B  Y  M	M	m	1	Correct	579	S
19	2	4	7	B  Y  M	M	q	2	Correct	447	S
19	2	4	8	B  Y  M	M	q	1	Incorrect	427	S
19	2	4	9	B  Y  M	M	n	2	Correct	544	S
19	2	4	10	B  Y  M	M	g	2	Correct	557	S
19	2	4	11	B  Y  M	M	m	1	Correct	632	S
19	2	4	12	B  Y  M	M	y	1	Correct	597	S
19	2	4	13	B  Y  M	M	j	2	Correct	570	S
19	2	4	14	B  Y  M	M	q	2	Correct	518	S
19	2	4	15	B  Y  M	M	u	2	Correct	523	S
19	2	4	16	B  Y  M	M	f	2	Correct	399	S
19	2	4	17	B  Y  M	M	q	2	Correct	539	S
19	2	4	18	B  Y  M	M	e	2	Correct	560	S
19	2	4	19	B  Y  M	M	m	2	Incorrect	468	S
19	2	4	20	B  Y  M	M	u	2	Correct	584	S
19	2	4	21	B  Y  M	M	y	1	Correct	629	S
19	2	4	22	B  Y  M	M	b	1	Correct	497	S
19	2	4	23	B  Y  M	M	d	2	Correct	518	S
19	2	4	24	B  Y  M	M	b	1	Correct	515	S
19	2	4	25	B  Y  M	M	k	2	Correct	431	S
19	2	5	1	K  U  F  J  E	H	k	1	Correct	409	S
19	2	5	2	K  U  F  J  E	H	q	2	Correct	430	S
19	2	5	3	K  U  F  J  E	H	a	2	Correct	450	S
19	2	5	4	K  U  F  J  E	H	h	2	Correct	471	S
19	2	5	5	K  U  F  J  E	H	u	1	Correct	539	S
19	2	5	6	K  U  F  J  E	H	q	2	Correct	888	S
19	2	5	7	K  U  F  J  E	H	r	2	Correct	541	S
19	2	5	8	K  U  F  J  E	H	q	2	Correct	457	S
19	2	5	9	K  U  F  J  E	H	a	2	Correct	486	S
19	2	5	10	K  U  F  J  E	H	f	1	Correct	531	S
19	2	5	11	K  U  F  J  E	H	k	1	Correct	391	S
19	2	5	12	K  U  F  J  E	H	q	2	Correct	531	S
19	2	5	13	K  U  F  J  E	H	k	1	Correct	384	S
19	2	5	14	K  U  F  J  E	H	w	2	Correct	484	S
19	2	5	15	K  U  F  J  E	H	e	1	Correct	489	S
19	2	5	16	K  U  F  J  E	H	w	2	Correct	686	S
19	2	5	17	K  U  F  J  E	H	q	2	Correct	458	S
19	2	5	18	K  U  F  J  E	H	h	2	Correct	631	S
19	2	5	19	K  U  F  J  E	H	a	2	Correct	436	S
19	2	5	20	K  U  F  J  E	H	b	2	Correct	416	S
19	2	5	21	K  U  F  J  E	H	j	1	Correct	533	S
19	2	5	22	K  U  F  J  E	H	m	2	Correct	466	S
19	2	5	23	K  U  F  J  E	H	d	2	Correct	422	S
19	2	5	24	K  U  F  J  E	H	w	2	Correct	419	S
19	2	5	25	K  U  F  J  E	H	d	2	Correct	431	S
19	2	6	1	D  R  K	M	k	1	Correct	586	S
19	2	6	2	D  R  K	M	h	2	Correct	494	S
19	2	6	3	D  R  K	M	k	1	Correct	562	S
19	2	6	4	D  R  K	M	d	1	Correct	407	S
19	2	6	5	D  R  K	M	u	2	Correct	467	S
19	2	6	6	D  R  K	M	d	1	Correct	424	S
19	2	6	7	D  R  K	M	f	2	Correct	493	S
19	2	6	8	D  R  K	M	j	2	Correct	529	S
19	2	6	9	D  R  K	M	d	1	Correct	454	S
19	2	6	10	D  R  K	M	q	2	Correct	523	S
19	2	6	11	D  R  K	M	a	2	Correct	495	S
19	2	6	12	D  R  K	M	r	1	Correct	395	S
19	2	6	13	D  R  K	M	k	1	Correct	511	S
19	2	6	14	D  R  K	M	r	1	Correct	516	S
19	2	6	15	D  R  K	M	d	1	Correct	480	S
19	2	6	16	D  R  K	M	g	2	Correct	469	S
19	2	6	17	D  R  K	M	h	2	Correct	418	S
19	2	6	18	D  R  K	M	h	2	Correct	406	S
19	2	6	19	D  R  K	M	y	2	Correct	451	S
19	2	6	20	D  R  K	M	d	1	Correct	368	S
19	2	6	21	D  R  K	M	e	2	Correct	428	S
19	2	6	22	D  R  K	M	t	2	Correct	408	S
19	2	6	23	D  R  K	M	d	1	Correct	357	S
19	2	6	24	D  R  K	M	r	1	Correct	481	S
19	2	6	25	D  R  K	M	t	2	Correct	430	S
2	1	1	1	T	L	t	0	Miss	0	S
2	1	1	2	T	L	t	0	Miss	0	S
2	1	1	3	T	L	q	0	Miss	0	S
2	1	1	4	T	L	t	0	Miss	0	S
2	1	1	5	T	L	t	0	Miss	0	S
2	1	1	6	T	L	w	0	Miss	0	S
2	1	1	7	T	L	f	0	Miss	0	S
2	1	1	8	T	L	m	0	Miss	0	S
2	1	1	9	T	L	j	0	Miss	0	S
2	1	1	10	T	L	t	0	Miss	0	S
2	1	1	11	T	L	t	0	Miss	0	S
2	1	1	12	T	L	t	0	Miss	0	S
2	1	1	13	T	L	h	0	Miss	0	S
2	1	1	14	T	L	t	0	Miss	0	S
2	1	1	15	T	L	w	0	Miss	0	S
2	1	1	16	T	L	t	0	Miss	0	S
2	1	1	17	T	L	g	0	Miss	0	S
2	1	1	18	T	L	t	0	Miss	0	S
2	1	1	19	T	L	j	0	Miss	0	S
2	1	1	20	T	L	d	0	Miss	0	S
2	1	1	21	T	L	m	0	Miss	0	S
2	1	1	22	T	L	y	0	Miss	0	S
2	1	1	23	T	L	e	0	Miss	0	S
2	1	1	24	T	L	t	1	Correct	385	S
2	1	1	25	T	L	w	0	Miss	0	S
2	1	2	1	T	L	t	1	Correct	953	S
2	1	2	2	T	L	n	2	Correct	361	S
2	1	2	3	T	L	q	2	Correct	349	S
2	1	2	4	T	L	f	2	Correct	539	S
2	1	2	5	T	L	t	1	Correct	623	S
2	1	2	6	T	L	n	2	Correct	373	S
2	1	2	7	T	L	j	2	Correct	506	S
2	1	2	8	T	L	f	2	Correct	461	S
2	1	2	9	T	L	t	1	Correct	470	S
2	1	2	10	T	L	t	1	Correct	412	S
2	1	2	11	T	L	n	2	Correct	467	S
2	1	2	12	T	L	t	1	Correct	443	S
2	1	2	13	T	L	j	2	Correct	470	S
2	1	2	14	T	L	h	2	Correct	458	S
2	1	2	15	T	L	d	2	Correct	410	S
2	1	2	16	T	L	y	2	Correct	421	S
2	1	2	17	T	L	g	2	Correct	464	S
2	1	2	18	T	L	t	2	Incorrect	344	S
2	1	2	19	T	L	r	2	Correct	422	S
2	1	2	20	T	L	r	2	Correct	398	S
2	1	2	21	T	L	t	1	Correct	498	S
2	1	2	22	T	L	j	2	Correct	390	S
2	1	2	23	T	L	t	1	Correct	512	S
2	1	2	24	T	L	q	2	Correct	611	S
2	1	2	25	T	L	t	1	Correct	576	S
2	1	3	1	R  U  B  A  Y	H	j	0	Miss	0	S
2	1	3	2	R  U  B  A  Y	H	f	0	Miss	0	S
2	1	3	3	R  U  B  A  Y	H	d	0	Miss	0	S
2	1	3	4	R  U  B  A  Y	H	m	2	Incorrect	473	S
2	1	3	5	R  U  B  A  Y	H	y	2	Incorrect	393	S
2	1	3	6	R  U  B  A  Y	H	u	1	Correct	639	S
2	1	3	7	R  U  B  A  Y	H	h	2	Incorrect	762	S
2	1	3	8	R  U  B  A  Y	H	h	2	Incorrect	564	S
2	1	3	9	R  U  B  A  Y	H	h	2	Incorrect	483	S
2	1	3	10	R  U  B  A  Y	H	b	1	Correct	841	S
2	1	3	11	R  U  B  A  Y	H	m	2	Incorrect	784	S
2	1	3	12	R  U  B  A  Y	H	b	1	Correct	681	S
2	1	3	13	R  U  B  A  Y	H	h	2	Incorrect	719	S
2	1	3	14	R  U  B  A  Y	H	d	2	Incorrect	690	S
2	1	3	15	R  U  B  A  Y	H	d	2	Incorrect	497	S
2	1	3	16	R  U  B  A  Y	H	u	1	Correct	625	S
2	1	3	17	R  U  B  A  Y	H	r	1	Correct	568	S
2	1	3	18	R  U  B  A  Y	H	q	2	Incorrect	611	S
2	1	3	19	R  U  B  A  Y	H	r	1	Correct	548	S
2	1	3	20	R  U  B  A  Y	H	h	2	Incorrect	513	S
2	1	3	21	R  U  B  A  Y	H	y	2	Incorrect	792	S
2	1	3	22	R  U  B  A  Y	H	q	2	Incorrect	892	S
2	1	3	23	R  U  B  A  Y	H	r	1	Correct	559	S
2	1	3	24	R  U  B  A  Y	H	n	0	Miss	0	S
2	1	3	25	R  U  B  A  Y	H	w	2	Incorrect	635	S
2	1	4	1	B  G  M  Q  W	H	u	0	Miss	0	S
2	1	4	2	B  G  M  Q  W	H	f	2	Incorrect	562	S
2	1	4	3	B  G  M  Q  W	H	t	2	Incorrect	516	S
2	1	4	4	B  G  M  Q  W	H	d	2	Incorrect	593	S
2	1	4	5	B  G  M  Q  W	H	u	2	Incorrect	963	S
2	1	4	6	B  G  M  Q  W	H	y	2	Incorrect	529	S
2	1	4	7	B  G  M  Q  W	H	f	2	Incorrect	511	S
2	1	4	8	B  G  M  Q  W	H	y	2	Incorrect	486	S
2	1	4	9	B  G  M  Q  W	H	m	0	Miss	0	S
2	1	4	10	B  G  M  Q  W	H	e	2	Incorrect	449	S
2	1	4	11	B  G  M  Q  W	H	f	2	Incorrect	798	S
2	1	4	12	B  G  M  Q  W	H	q	1	Correct	739	S
2	1	4	13	B  G  M  Q  W	H	f	2	Incorrect	558	S
2	1	4	14	B  G  M  Q  W	H	q	1	Correct	719	S
2	1	4	15	B  G  M  Q  W	H	w	1	Correct	550	S
2	1	4	16	B  G  M  Q  W	H	q	1	Correct	756	S
2	1	4	17	B  G  M  Q  W	H	w	1	Correct	451	S
2	1	4	18	B  G  M  Q  W	H	q	1	Correct	483	S
2	1	4	19	B  G  M  Q  W	H	t	2	Incorrect	618	S
2	1	4	20	B  G  M  Q  W	H	t	1	Correct	773	S
2	1	4	21	B  G  M  Q  W	H	r	0	Miss	0	S
2	1	4	22	B  G  M  Q  W	H	d	2	Incorrect	697	S
2	1	4	23	B  G  M  Q  W	H	b	1	Correct	628	S
2	1	4	24	B  G  M  Q  W	H	b	1	Correct	458	S
2	1	4	25	B  G  M  Q  W	H	r	2	Incorrect	805	S
2	1	5	1	U  R  K	M	f	2	Correct	588	S
2	1	5	2	U  R  K	M	n	2	Correct	682	S
2	1	5	3	U  R  K	M	d	2	Correct	669	S
2	1	5	4	U  R  K	M	d	2	Correct	477	S
2	1	5	5	U  R  K	M	u	1	Correct	481	S
2	1	5	6	U  R  K	M	k	1	Correct	778	S
2	1	5	7	U  R  K	M	f	2	Correct	608	S
2	1	5	8	U  R  K	M	h	2	Correct	719	S
2	1	5	9	U  R  K	M	u	1	Correct	549	S
2	1	5	10	U  R  K	M	r	1	Correct	514	S
2	1	5	11	U  R  K	M	m	2	Correct	433	S
2	1	5	12	U  R  K	M	n	2	Correct	837	S
2	1	5	13	U  R  K	M	b	2	Correct	610	S
2	1	5	14	U  R  K	M	n	2	Correct	744	S
2	1	5	15	U  R  K	M	f	2	Correct	495	S
2	1	5	16	U  R  K	M	u	1	Correct	538	S
2	1	5	17	U  R  K	M	h	2	Correct	492	S
2	1	5	18	U  R  K	M	y	2	Correct	575	S
2	1	5	19	U  R  K	M	m	2	Correct	573	S
2	1	5	20	U  R  K	M	w	2	Correct	752	S
2	1	5	21	U  R  K	M	j	2	Correct	498	S
2	1	5	22	U  R  K	M	k	1	Correct	440	S
2	1	5	23	U  R  K	M	u	1	Correct	483	S
2	1	5	24	U  R  K	M	t	2	Correct	482	S
2	1	5	25	U  R  K	M	r	1	Correct	548	S
2	1	6	1	G  A  Q	M	a	1	Correct	505	S
2	1	6	2	G  A  Q	M	f	2	Correct	414	S
2	1	6	3	G  A  Q	M	d	2	Correct	604	S
2	1	6	4	G  A  Q	M	r	2	Correct	693	S
2	1	6	5	G  A  Q	M	h	2	Correct	545	S
2	1	6	6	G  A  Q	M	q	1	Correct	464	S
2	1	6	7	G  A  Q	M	t	2	Correct	638	S
2	1	6	8	G  A  Q	M	q	1	Correct	603	S
2	1	6	9	G  A  Q	M	j	2	Correct	859	S
2	1	6	10	G  A  Q	M	g	1	Correct	836	S
2	1	6	11	G  A  Q	M	g	1	Correct	531	S
2	1	6	12	G  A  Q	M	a	1	Correct	529	S
2	1	6	13	G  A  Q	M	j	2	Correct	506	S
2	1	6	14	G  A  Q	M	m	2	Correct	875	S
2	1	6	15	G  A  Q	M	u	2	Correct	559	S
2	1	6	16	G  A  Q	M	u	2	Correct	500	S
2	1	6	17	G  A  Q	M	a	1	Correct	656	S
2	1	6	18	G  A  Q	M	e	2	Correct	779	S
2	1	6	19	G  A  Q	M	q	1	Correct	666	S
2	1	6	20	G  A  Q	M	r	2	Correct	674	S
2	1	6	21	G  A  Q	M	e	2	Correct	606	S
2	1	6	22	G  A  Q	M	r	2	Correct	582	S
2	1	6	23	G  A  Q	M	b	2	Correct	625	S
2	1	6	24	G  A  Q	M	a	1	Correct	455	S
2	1	6	25	G  A  Q	M	r	2	Correct	532	S
2	2	1	1	H  J  D	M	q	0	Miss	0	A
2	2	1	2	H  J  D	M	e	2	Correct	593.17	A
2	2	1	3	H  J  D	M	n	2	Correct	487	A
2	2	1	4	H  J  D	M	w	2	Correct	499	A
2	2	1	5	H  J  D	M	d	1	Correct	527	A
2	2	1	6	H  J  D	M	d	1	Correct	420	A
2	2	1	7	H  J  D	M	y	2	Correct	505	A
2	2	1	8	H  J  D	M	w	2	Correct	541	A
2	2	1	9	H  J  D	M	u	2	Correct	482	A
2	2	1	10	H  J  D	M	b	2	Correct	694	A
2	2	1	11	H  J  D	M	g	0	Miss	0	A
2	2	1	12	H  J  D	M	d	1	Correct	576	A
2	2	1	13	H  J  D	M	j	2	Incorrect	500	A
2	2	1	14	H  J  D	M	h	1	Correct	480	A
2	2	1	15	H  J  D	M	n	2	Correct	581	A
2	2	1	16	H  J  D	M	y	2	Correct	498	A
2	2	1	17	H  J  D	M	g	2	Correct	918	A
2	2	1	18	H  J  D	M	m	2	Correct	611	A
2	2	1	19	H  J  D	M	h	1	Correct	824	A
2	2	1	20	H  J  D	M	y	2	Correct	500	A
2	2	1	21	H  J  D	M	e	2	Correct	521	A
2	2	1	22	H  J  D	M	b	2	Correct	525	A
2	2	1	23	H  J  D	M	k	2	Correct	546	A
2	2	1	24	H  J  D	M	m	2	Correct	543	A
2	2	1	25	H  J  D	M	m	2	Correct	363	A
2	2	2	1	Y  R  T  N  D	H	t	1	Correct	967	A
2	2	2	2	Y  R  T  N  D	H	e	2	Incorrect	723	A
2	2	2	3	Y  R  T  N  D	H	a	2	Incorrect	784	A
2	2	2	4	Y  R  T  N  D	H	w	2	Incorrect	629	A
2	2	2	5	Y  R  T  N  D	H	b	2	Incorrect	625	A
2	2	2	6	Y  R  T  N  D	H	u	2	Incorrect	454	A
2	2	2	7	Y  R  T  N  D	H	w	2	Incorrect	387	A
2	2	2	8	Y  R  T  N  D	H	u	2	Incorrect	503	A
2	2	2	9	Y  R  T  N  D	H	t	1	Correct	476	A
2	2	2	10	Y  R  T  N  D	H	h	2	Incorrect	576	A
2	2	2	11	Y  R  T  N  D	H	q	2	Incorrect	557	A
2	2	2	12	Y  R  T  N  D	H	u	2	Incorrect	560	A
2	2	2	13	Y  R  T  N  D	H	b	2	Incorrect	484	A
2	2	2	14	Y  R  T  N  D	H	w	2	Incorrect	457	A
2	2	2	15	Y  R  T  N  D	H	y	2	Incorrect	550	A
2	2	2	16	Y  R  T  N  D	H	t	1	Correct	738	A
2	2	2	17	Y  R  T  N  D	H	t	1	Correct	543	A
2	2	2	18	Y  R  T  N  D	H	g	2	Incorrect	604	A
2	2	2	19	Y  R  T  N  D	H	b	2	Incorrect	664	A
